شناسه ورودی,شناسه افزوده‌شده,نتیجه,عنوان ورودی,عنوان شاهد,ناشر ورودی,لینک ورودی,لینک معتبر/بهترین شاهد,نوع شاهد,امتیاز تطبیق,وضعیت DOI,نتیجه بررسی لینک‌ها,وضعیت جست‌وجوی مستقل,علت تصمیم
S913,,رد,سند نقشه راه احیای زاینده‌رود مصوب ستاد احیای حوضه آبریز زاینده‌رود با مشارکت اتاق بازرگانی، صنایع، معادن و کشاورزی اصفهان,,اتاق بازرگانی، صنایع، معادن و کشاورزی اصفهان (کمیسیون آب و محیط زیست),https://eccim.com/reports/zayandeh-revival-roadmap-chamber-of-commerce-1401,,,,,"http_error, challenge, http_error",search_error,صفحه‌ها یا نتایج جست‌وجو با عنوان/اطلاعات منبع تطبیق محتوایی کافی نداشتند.
S914,,رد,گزارش محرمانه پژوهشکده مطالعات راهبردی پیرامون تحلیل امنیتی بحران آب زاینده‌رود: پیوند شکاف‌های استانی، رسانه‌ای شدن منازعات هیدروپلیتیک و تهدید همبستگی ملی,,پژوهشکده مطالعات راهبردی (وابسته به وزارت علوم و نهادهای امنیتی),https://riss.ir/strategic-reports/zayandehrud-security-implications-classified-1400,,,,,"network_error, http_error, network_error",search_error,لینک‌های ارائه‌شده در دسترس نبودند و منبع هم‌عنوان مستقلی پیدا نشد.
S915,,رد,سند تعهدنامه رسمی صنایع بزرگ اصفهان (فولاد مبارکه، ذوب‌آهن، پتروشیمی، پالایشگاه) مبنی بر واگذاری کامل پساب و قطع قطعی برداشت از زاینده‌رود تا سال ۱۴۰۴,,وزارت صمت با همکاری استانداری اصفهان و شرکت آب منطقه‌ای اصفهان,https://mimt.gov.ir/treaties/isfahan-industries-zayandehrud-withdrawal-cessation-1401,,,,,"network_error, challenge, network_error",search_error,صفحه‌ها یا نتایج جست‌وجو با عنوان/اطلاعات منبع تطبیق محتوایی کافی نداشتند.
S916,,رد,ابلاغیه رسمی وزیر نیرو در خصوص تخصیص آب طرح خط دوم آبرسانی به یزد از بهشت‌آباد و جایگزینی آن با خط انتقال دریای عمان,,دفتر وزیر نیرو و شرکت مدیریت منابع آب ایران,https://moe.gov.ir/directives/yazd-water-allocation-oman-sea-substitution-1401,,,,,"network_error, challenge, network_error",search_error,صفحه‌ها یا نتایج جست‌وجو با عنوان/اطلاعات منبع تطبیق محتوایی کافی نداشتند.
S917,,رد,گزارش کارشناسی شرکت آب منطقه‌ای اصفهان در خصوص بیلان آب زیرزمینی دشت‌های اردستان، کاشان و برخوار و لزوم تزریق آب زاینده‌رود برای پیشگیری از مرگ آبخوان‌ها,,شرکت سهامی آب منطقه‌ای اصفهان (معاونت حفاظت و بهره‌برداری),https://esrw.ir/reports/groundwater-balance-ardestan-kashan-borkhar-1402,,,,,"network_error, challenge, network_error",search_error,صفحه‌ها یا نتایج جست‌وجو با عنوان/اطلاعات منبع تطبیق محتوایی کافی نداشتند.
S918,,رد,سند پیمان‌نامه عرفی حق‌آبه‌داران زاینده‌رود (مشهور به دفترچه سهم‌بندی رودشت و ماربین) و انطباق آن با قوانین مدنی و اصل ۴۴ قانون اساسی,,سازمان ثبت اسناد و املاک کشور (اداره کل ثبت اسناد و املاک استان اصفهان),https://ssaa.ir/reports/zayandehrud-customary-water-deeds-legal-status-1400,,,,,"network_error, http_error, network_error",search_error,لینک‌های ارائه‌شده در دسترس نبودند و منبع هم‌عنوان مستقلی پیدا نشد.
S919,,رد,شکواییه رسمی صنف کشاورزان اصفهان به دیوان عدالت اداری علیه وزارت نیرو در خصوص استنکاف از اجرای بند ۲ مصوبه ۹ ماده‌ای شورای عالی آب و فروش غیرقانونی اشتراک آب,,دیوان عدالت اداری (شعبه رسیدگی به دعاوی اراضی و آب),https://divan-edalat.ir/lawsuits/isfahan-farmers-guild-against-moe-1400,,,,,"http_error, http_error, http_error",search_error,لینک‌های ارائه‌شده در دسترس نبودند و منبع هم‌عنوان مستقلی پیدا نشد.
S920,,رد,شکواییه حقوقی مجمع نمایندگان استان چهارمحال و بختیاری به دادستانی کل کشور پیرامون خسارات جبران‌ناپذیر تونل کوهرنگ ۳ به منابع آب شرب بیرگان و کوهرنگ,,دادستانی کل کشور و مجمع نمایندگان استان چهارمحال و بختیاری,https://dadsetani.ir/complaints/chaharmahal-mps-against-koohrang3-tunnel-1399,,,,,"network_error, challenge, network_error",search_error,صفحه‌ها یا نتایج جست‌وجو با عنوان/اطلاعات منبع تطبیق محتوایی کافی نداشتند.
S921,,رد,دادخواست ابطال مجوز تخصیص آب صنایع مستقر در دشت ممنوعه اصفهان-برخوار به هیئت عمومی دیوان عدالت اداری توسط دیده‌بان شفافیت و عدالت,,دیوان عدالت اداری و سازمان مردم‌نهاد دیده‌بان شفافیت و عدالت,https://divan-edalat.ir/petitions/transparency-watch-isfahan-industry-water-annulment-1401,,,,,"http_error, http_error, http_error",search_error,لینک‌های ارائه‌شده در دسترس نبودند و منبع هم‌عنوان مستقلی پیدا نشد.
S922,,رد,شکواییه مجمع تشکل‌های زیست‌محیطی خوزستان به کمیسیون اصل نود قانون اساسی مجلس شورای اسلامی پیرامون پیامدهای انتقال آب سرشاخه‌ها بر شوری کارون و تخریب نخلستان‌های اروندکنار,,کمیسیون اصل نود قانون اساسی مجلس شورای اسلامی,https://majlis.ir/article90/complaints/khuzestan-ngos-karun-salinity-1400,,,,,"challenge, challenge, challenge",search_error,صفحه‌ها یا نتایج جست‌وجو با عنوان/اطلاعات منبع تطبیق محتوایی کافی نداشتند.
S923,,رد,شکواییه کیفری و دادخواست صدور دستور موقت صنف کشاورزان شرق اصفهان علیه بارگذاری‌های جدید بالادست حوضه زاینده‌رود در استان چهارمحال و بختیاری (طرح بن-بروجن),,دادگستری کل استان اصفهان و دیوان عالی کشور,https://dadgostari-es.ir/lawsuits/farmers-injunction-petition-ben-boroujen-1400,,,,,"network_error, live_html, network_error",search_error,صفحه‌ها یا نتایج جست‌وجو با عنوان/اطلاعات منبع تطبیق محتوایی کافی نداشتند.
S924,,رد,شکواییه اهالی و معتمدین روستاهای بیرگان و دهنو به شعبه ویژه رسیدگی به تخلفات زیست‌محیطی قوه قضاییه علیه شرکت آب منطقه‌ای اصفهان و پیمانکار کوهرنگ ۳,,دادسرای عمومی و انقلاب شهرستان کوهرنگ و دادگستری استان چهارمحال و بختیاری,https://chb-dadgostari.ir/lawsuits/birgan-villagers-complaint-koohrang3-contractor-1398,,,,,"network_error, live_html, network_error",search_error,صفحه‌ها یا نتایج جست‌وجو با عنوان/اطلاعات منبع تطبیق محتوایی کافی نداشتند.
S925,,رد,دادخواست حقوقی جمعی از اساتید حقوق و حقوقدانان اصفهان به دیوان عدالت اداری پیرامون نقض حق بر آب و محیط زیست سالم ناشی از خشک شدن زاینده‌رود و تالاب گاوخونی,,دیوان عدالت اداری و کانون وکلای دادگستری اصفهان,https://isfahanbar.org/statements/jurists-petition-zayandeh-healthy-environment-1401,,,,,"http_error, http_error, http_error",search_error,لینک‌های ارائه‌شده در دسترس نبودند و منبع هم‌عنوان مستقلی پیدا نشد.
S926,,رد,شکواییه و اعلام جرم دادستان عمومی و انقلاب استان اصفهان علیه تصرفات غیرمجاز، ساخت‌وسازهای تفریحی و برداشت‌های لوله‌ای در بستر و حریم زاینده‌رود,,دادسرای عمومی و انقلاب مرکز استان اصفهان,https://dadgostari-es.ir/prosecutor/indictment-illegal-zayandeh-withdrawals-1401,,,,,"network_error, live_html, network_error",search_error,صفحه‌ها یا نتایج جست‌وجو با عنوان/اطلاعات منبع تطبیق محتوایی کافی نداشتند.
S927,,رد,شکواییه سازمان بازرسی کل کشور به هیئت تطبیق مصوبات دولت با قوانین پیرامون غیرقانونی بودن تخصیص آب زاینده‌رود به صنایع غیرآب‌بر در دشت‌های بحرانی,,سازمان بازرسی کل کشور و هیئت بررسی و تطبیق مصوبات دولت با قوانین,https://bazresi.ir/complaints/board-of-regulations-industrial-water-quotas-1399,,,,,"network_error, http_error, network_error",search_error,لینک‌های ارائه‌شده در دسترس نبودند و منبع هم‌عنوان مستقلی پیدا نشد.
S928,,رد,شکایت انجمن صنفی مهندسان کشاورزی خوزستان به شعبه دیوان عدالت اداری علیه مصوبات کمیته تخصیص آب وزارت نیرو در حوضه کارون و کرخه,,دیوان عدالت اداری (شعبه ویژه دعاوی آب و نیرو),https://divan-edalat.ir/lawsuits/khuzestan-agricultural-engineers-guild-1401,,,,,"http_error, http_error, http_error",search_error,لینک‌های ارائه‌شده در دسترس نبودند و منبع هم‌عنوان مستقلی پیدا نشد.
S929,,رد,شکواییه رسمی نظام پزشکی و سازمان نظام مهندسی کشاورزی اصفهان به مراجع قضایی در خصوص شیوع بیماری‌های تنفسی و سالک ناشی از طوفان‌های گردوغبار تالاب خشکیده گاوخونی,,سازمان نظام پزشکی استان اصفهان و دادگستری کل استان اصفهان,https://isfahan-imc.ir/complaints/medical-council-gavkhouni-health-disaster-1402,,,,,"network_error, live_html, network_error",search_error,صفحه‌ها یا نتایج جست‌وجو با عنوان/اطلاعات منبع تطبیق محتوایی کافی نداشتند.
S930,,رد,شکواییه جمعی از زارعین و مالکان حق‌آبه نکوآباد و لنجان به دادگاه عمومی حقوقی فلاورجان در خصوص توقف تخلیه پساب سمی صنایع به شبکه کانال‌های زراعی,,دادگستری شهرستان فلاورجان و شرکت تعاونی کشاورزان لنجانات,https://dadgostari-es.ir/lawsuits/nekoabad-farmers-effluent-discharge-complaint-1400,,,,,"network_error, live_html, network_error",search_error,صفحه‌ها یا نتایج جست‌وجو با عنوان/اطلاعات منبع تطبیق محتوایی کافی نداشتند.
S931,,رد,طومار شکواییه و اعلام جرم بیش از ۵۰۰۰ تن از دانشجویان و فارغ‌التحصیلان محیط زیست کشور به ریاست قوه قضاییه درباره فاجعه احداث سد ماندگان در دنا و تهدید زاینده‌رود و کارون,,دفتر ریاست قوه قضاییه و مجمع انجمن‌های علمی دانشجویی محیط‌زیست ایران,https://ead.org.ir/petitions/students-indictment-mandegan-dam-dena-1402,,,,,"network_error, http_error, network_error",search_error,لینک‌های ارائه‌شده در دسترس نبودند و منبع هم‌عنوان مستقلی پیدا نشد.
S932,,رد,دادخواست صنف صیادان و بلم‌رانان هورالعظیم و اروند به کمیسیون حقوق بشر اسلامی پیرامون نقض حقوق بشر و معیشت بومیان در پی خشکیدگی پایین‌دست کارون توسط سدها و تونل‌ها,,کمیسیون حقوق بشر اسلامی ایران (دفتر جنوب),https://ihrc.ir/petitions/khuzestan-fishermen-hooralazim-water-diversion-1401,,,,,"http_error, http_error, http_error",search_error,لینک‌های ارائه‌شده در دسترس نبودند و منبع هم‌عنوان مستقلی پیدا نشد.
S933,,رد,شکواییه و اعتراض رسمی اعضای شورای اسلامی شهر اصفهان به وزیر کشور در خصوص رفتارهای خشونت‌آمیز با مطالبات مسالمت‌آمیز کشاورزان در بستر زاینده‌رود (آبان ۱۴۰۰),,شورای اسلامی شهر اصفهان و وزارت کشور,https://shora.isfahan.ir/statements/city-council-letter-interior-minister-farmers-protests-1400,,,,,"network_error, http_error, network_error",no_results,لینک‌های ارائه‌شده در دسترس نبودند و منبع هم‌عنوان مستقلی پیدا نشد.
S934,,رد,شکواییه مشترک نمایندگان حوضه زاگرس به هیئت نظارت بر رفتار نمایندگان مجلس درباره تحرکات تفرقه‌افکنانه و سخنان تحریک‌آمیز در موضوع آب,,مجلس شورای اسلامی (هیئت نظارت بر رفتار نمایندگان),https://majlis.ir/ethics-committee/complaints/zagros-mps-divisive-water-speeches-1400,,,,,"challenge, challenge, challenge",search_error,صفحه‌ها یا نتایج جست‌وجو با عنوان/اطلاعات منبع تطبیق محتوایی کافی نداشتند.
S935,,رد,مصاحبه تفصیلی با دکتر حمیدرضا صفوی (استاد تمام هیدرولوژی دانشگاه صنعتی اصفهان): کالبدشکافی توقف بهشت‌آباد، اشتباهات مهندسی در ارزیابی زمین‌شناسی و راهکارهای احیای واقعی زاینده‌رود,,خبرگزاری دانشجویان ایران (ایسنا),https://isna.ir/news/1401022818954/interview-prof-safavi-beheshtabad-zayandeh-flaws,,,,,"challenge, challenge, challenge",search_error,صفحه‌ها یا نتایج جست‌وجو با عنوان/اطلاعات منبع تطبیق محتوایی کافی نداشتند.
S936,,رد,مصاحبه با مهندس اسفندیار امینی (دبیر وقت نظام صنفی کشاورزان استان اصفهان): ناگفته‌های مصوبه ۹ ماده‌ای، فریب حق‌آبه‌داران و تاریخچه نادیده گرفتن حقوق شرعی کشاورزان,,روزنامه اصفهان زیبا,https://isfahanziba.ir/interviews/esfandiar-amini-zayandehrud-farmers-rights-unspoken,,,,,"http_error, challenge, http_error",no_results,صفحه‌ها یا نتایج جست‌وجو با عنوان/اطلاعات منبع تطبیق محتوایی کافی نداشتند.
S937,,رد,مصاحبه اختصاصی با دکتر مهدی قمشی (رئیس دانشکده علوم آب دانشگاه شهید چمران اهواز): چرا خوزستان با انتقال آب زاینده‌رود مخالفت می‌کند؟ ارزیابی حجم واقعی آورد کارون و فاجعه شوری کارون,,خبرگزاری مهر,https://mehrnews.com/news/5356241/interview-prof-ghomshi-why-khuzestan-opposes-water-transfer,,,,,"http_error, live_html, http_error",search_error,صفحه‌ها یا نتایج جست‌وجو با عنوان/اطلاعات منبع تطبیق محتوایی کافی نداشتند.
S938,,رد,گفت‌وگوی ویژه خبری با دکتر علی سلاجقه (معاون رئیس‌جمهور و رئیس سازمان حفاظت محیط زیست): خط قرمز محیط زیست در پروژه‌های ماندگان، بهشت‌آباد و کوهرنگ؛ هیچ پروژه‌ای بدون مجوز کلنگ نخواهد خورد,,شبکه خبر صدا و سیمای جمهوری اسلامی ایران (برنامه گفت‌وگوی ویژه خبری),https://iribnews.ir/news/3948512/salajegheh-special-dialogue-mandegan-beheshtabad-redline,,,,,"http_error, challenge, http_error",no_results,صفحه‌ها یا نتایج جست‌وجو با عنوان/اطلاعات منبع تطبیق محتوایی کافی نداشتند.
S939,,رد,مصاحبه با دکتر محمد درویش (کنشگر پیشکسوت محیط زیست کشور): ورشکستگی آبی حوضه زاینده‌رود ریشه در بارگذاری صنایع و توهم خودکفایی دارد، نه نبود انتقال آب دریا و کوهرنگ,,خبرگزاری کار ایران (ایلنا),https://ilna.ir/news/1169824/interview-mohammad-darvish-zayandehrud-bankruptcy-myths,,,,,"http_error, http_error, http_error",search_error,لینک‌های ارائه‌شده در دسترس نبودند و منبع هم‌عنوان مستقلی پیدا نشد.
S940,,رد,مصاحبه تفصیلی با مهندس مسعود میرمحمدصادقی (مدیرعامل پیشین شرکت آب منطقه‌ای اصفهان): ناگفته‌های اجرای تونل چشمه‌لنگان، خدنگستان و پرونده ناتمام سد و تونل سوم کوهرنگ,,روزنامه پیام ما,https://payamema.ir/interviews/mir-mohammadsadeghi-cheshmeh-langan-koohrang3-untold,,,,,"http_error, challenge, http_error",search_error,صفحه‌ها یا نتایج جست‌وجو با عنوان/اطلاعات منبع تطبیق محتوایی کافی نداشتند.
S941,,رد,مصاحبه با دکتر احمد بخشایش اردستانی (نماینده ادوار مجلس شورای اسلامی): پشت‌پرده لابی‌های مجلس در تصویب بودجه‌های انتقال آب و رقابت‌های منطقه‌ای اصفهان و استان‌های همجوار,عصر ترکیه آغاز به کار کرد - تابناک | TABNAK,پایگاه خبری تحلیلی تابناک,https://tabnak.ir/fa/news/1160845/interview-bakhshayesh-ardestani-parliamentary-water-lobby,https://www.tabnak.ir/fa/news/1160845/%D8%B9%D8%B5%D8%B1-%D8%AA%D8%B1%DA%A9%DB%8C%D9%87-%D8%A2%D8%BA%D8%A7%D8%B2-%D8%A8%D9%87-%DA%A9%D8%A7%D8%B1-%DA%A9%D8%B1%D8%AF,live_page,0.1463,,"live_html, http_error",search_error,صفحه‌ها یا نتایج جست‌وجو با عنوان/اطلاعات منبع تطبیق محتوایی کافی نداشتند.
S942,,رد,گفت‌وگوی تحلیلی با دکتر جلال‌الدین شایگان (استاد مهندسی شیمی دانشگاه صنعتی شریف): واقعیت‌های فنی و اقتصادی انتقال آب دریای عمان به اصفهان؛ هزینه هر مترمکعب و چالش‌های زیست‌محیطی نمک‌زدایی,,ماهنامه صنعت آب و برق (وزارت نیرو),https://waterindustry.moe.ir/interviews/prof-shayegan-oman-sea-desalination-costs-1402,,,,,"network_error, challenge, network_error",search_error,صفحه‌ها یا نتایج جست‌وجو با عنوان/اطلاعات منبع تطبیق محتوایی کافی نداشتند.
S943,,رد,مصاحبه با دکتر فاطمه ظفرنژاد (پژوهشگر برجسته توسعه پایدار و مدیریت آب): سدسازی و انتقال آب زاینده‌رود؛ تکرار پارادایم شکست‌خورده مهندسی سازه‌ای در برابر حق طبیعی رودخانه‌ها,,روزنامه شرق,https://sharghdaily.com/fa/news/834219/interview-fatemeh-zafarnejad-zayandeh-dam-paradigm,,,,,"http_error, http_error, http_error",search_error,لینک‌های ارائه‌شده در دسترس نبودند و منبع هم‌عنوان مستقلی پیدا نشد.
S944,,رد,مصاحبه تفصیلی با حجت‌الاسلام والمسلمین سید ناصر موسوی لارگانی (نماینده مردم فلاورجان در مجلس): فریاد کشاورزان غرب و شرق اصفهان در صحن علنی؛ زاینده‌رود خط قرمز معیشت و هویت ماست,,خبرگزاری تسنیم,https://tasnimnews.com/fa/news/1400/09/05/2614892/interview-mousavi-largani-zayandeh-farmers-cries,,,,,"network_error, network_error, network_error",search_error,لینک‌های ارائه‌شده در دسترس نبودند و منبع هم‌عنوان مستقلی پیدا نشد.
S945,,رد,مصاحبه با دکتر حسین حق‌شناس (معاون حمل‌ونقل و ترافیک شهرداری اصفهان و متخصص عمران): ابعاد بحران فرونشست زمین بر پل‌های تاریخی اصفهان (سی‌وسه‌پل و خواجو) و میراث فرهنگی جهان,,خبرگزاری میراث آریا (وزارت میراث فرهنگی و گردشگری),https://chtn.ir/news/1402030912/interview-dr-haghshenas-subsidence-threat-historic-bridges,,,,,"http_error, challenge, http_error",search_error,صفحه‌ها یا نتایج جست‌وجو با عنوان/اطلاعات منبع تطبیق محتوایی کافی نداشتند.
S946,,رد,مصاحبه با مهندس احمد یوسفی (کارشناس ارشد سدسازی و مشاور پروژه‌های هیدرولیکی زاگرس): گسل‌های فعال زاگرس، خطرات شکست لایه‌های کارستی و سرنوشت تلخ تونل‌های انحرافی در زاینده‌رود,,شبکه اطلاع‌رسانی آب و فاضلاب ایران (آب‌نیوز),https://watertimes.ir/interviews/yousefi-zagros-faults-tunnel-collapse-hazards,,,,,"network_error, challenge, network_error",search_error,صفحه‌ها یا نتایج جست‌وجو با عنوان/اطلاعات منبع تطبیق محتوایی کافی نداشتند.
S947,,رد,مصاحبه با دکتر محمد کوشافر (عضو هیئت علمی دانشگاه آزاد اسلامی و پژوهشگر تالاب گاوخونی): مرگ تدریجی گاوخونی و زایش بمب نمک و فلزات سنگین در مرکز ایران,,دیده‌بان محیط زیست و حیات وحش ایران (IEW),https://iew.ir/interviews/dr-koushafar-gavkhouni-death-salt-bomb-warning-1402,,,,,"http_error, challenge, http_error",search_error,صفحه‌ها یا نتایج جست‌وجو با عنوان/اطلاعات منبع تطبیق محتوایی کافی نداشتند.
S948,,رد,مصاحبه اختصاصی با حاج آقا بهرامی (از نمایندگان معتمد کشاورزان ورزنه و بن‌رود): ما حق‌آبه‌داریم، صدقه‌بگیر نیستیم؛ تاریخ ۴۰۰ ساله اسناد سهم آب کشاورزان شرق اصفهان,نماینده مجلس: مگر قرار است اصفهان یا شیراز را بزنیم که برد موشک‌ها ۳۰۰ کیلومتر باشد؟/معیشت، تنها ضرورت امروز کشور نیست,پایگاه خبری تحلیلی عصر ایران,https://asriran.com/fa/news/815412/interview-haj-bahrami-varzaneh-farmers-rights,https://www.asriran.com/fa/news/815412/%D9%86%D9%85%D8%A7%DB%8C%D9%86%D8%AF%D9%87-%D9%85%D8%AC%D9%84%D8%B3-%D9%85%DA%AF%D8%B1-%D9%82%D8%B1%D8%A7%D8%B1-%D8%A7%D8%B3%D8%AA-%D8%A7%D8%B5%D9%81%D9%87%D8%A7%D9%86-%DB%8C%D8%A7-%D8%B4%DB%8C%D8%B1%D8%A7%D8%B2-%D8%B1%D8%A7-%D8%A8%D8%B2%D9%86%DB%8C%D9%85-%DA%A9%D9%87-%D8%A8%D8%B1%D8%AF-%D9%85%D9%88%D8%B4%DA%A9%E2%80%8C%D9%87%D8%A7-%DB%B3%DB%B0%DB%B0-%DA%A9%DB%8C%D9%84%D9%88%D9%85%D8%AA%D8%B1-%D8%A8%D8%A7%D8%B4%D8%AF%D9%85%D8%B9%DB%8C%D8%B4%D8%AA-%D8%AA%D9%86%D9%87%D8%A7-%D8%B6%D8%B1%D9%88%D8%B1%D8%AA-%D8%A7%D9%85%D8%B1%D9%88%D8%B2-%DA%A9%D8%B4%D9%88%D8%B1-%D9%86%DB%8C%D8%B3%D8%AA,live_page,0.1771,,"live_html, http_error",search_error,صفحه‌ها یا نتایج جست‌وجو با عنوان/اطلاعات منبع تطبیق محتوایی کافی نداشتند.
S949,,رد,مصاحبه با دکتر کیومرث کلانتری (معاون اسبق سازمان حفاظت محیط زیست): بررسی حقوقی پرونده طرح انتقال آب بن-بروجن و ابعاد مناقشه حقوقی اصفهان و چهارمحال,,خبرگزاری جمهوری اسلامی (ایرنا),https://irna.ir/news/84823190/interview-kalantari-ben-boroujen-legal-disputes,,,,,"challenge, http_error, challenge",search_error,صفحه‌ها یا نتایج جست‌وجو با عنوان/اطلاعات منبع تطبیق محتوایی کافی نداشتند.
S950,,رد,مصاحبه تفصیلی با دکتر علیرضا مساح بوانی (استاد پردیس کشاورزی و منابع طبیعی دانشگاه تهران): تحلیل پیوند آب-غذا-انرژی (Nexus) در فلات مرکزی و اثر تغییر اقلیم بر کاهش تاب‌آوری انتقال آب به زاینده‌رود,,پژوهشنامه حکمرانی منابع طبیعی و انرژی,https://nrgov.ut.ac.ir/interviews/prof-massah-bavani-nexus-climate-change-zayandeh-1402,,,,,"network_error, http_error, network_error",search_error,لینک‌های ارائه‌شده در دسترس نبودند و منبع هم‌عنوان مستقلی پیدا نشد.
S951,,رد,سند بازنگری نظام تخصیص آب حوضه زاینده‌رود بر مبنای حسابداری آب مصوب کارگروه ملی سازگاری با کم‌آبی (۱۴۰۲),,وزارت نیرو و کارگروه ملی سازگاری با کم‌آبی,https://wsat.moe.gov.ir/resolutions/zayandeh-water-accounting-allocation-1402,,,,,"network_error, challenge, network_error",search_error,صفحه‌ها یا نتایج جست‌وجو با عنوان/اطلاعات منبع تطبیق محتوایی کافی نداشتند.
S952,,رد,صورتجلسه کارگروه نجات زاینده‌رود در خصوص بازتخصیص آب و اولویت تأمین حق‌آبه زیست‌محیطی گاوخونی از محل خط انتقال دریای عمان,,استانداری اصفهان و اداره کل حفاظت محیط زیست استان اصفهان,https://isfahan.ostan-es.ir/minutes/zayandeh-rescue-taskforce-oman-sea-gavkhouni-1402,,,,,"http_error, challenge, http_error",search_error,صفحه‌ها یا نتایج جست‌وجو با عنوان/اطلاعات منبع تطبیق محتوایی کافی نداشتند.
S953,,رد,ابلاغیه رسمی سازمان انرژی اتمی ایران پیرامون ضرورت پایداری هیدرولیکی آبخوان زاینده‌رود برای پیشگیری از مخاطرات ژئوتکنیکی مجتمع هسته‌ای UCF,,سازمان انرژی اتمی ایران (مرکز نظام ایمنی هسته‌ای کشور),https://aeoi.org.ir/directives/nuclear-safety-zayandeh-aquifer-stability-1401,,,,,"http_error, challenge, http_error",search_error,صفحه‌ها یا نتایج جست‌وجو با عنوان/اطلاعات منبع تطبیق محتوایی کافی نداشتند.
S954,,رد,قطعنامه تشکل‌های مردمی و دانشگاهی اصفهان در کنفرانس بین‌المللی احیای رودخانه‌های خشکیده زاگرس و فلات مرکزی,,دانشگاه اصفهان با همکاری انجمن بین‌المللی علوم هیدرولوژی (IAHS),https://ui.ac.ir/conferences/dry-rivers-revitalization-resolution-1401,,,,,"http_error, challenge, http_error",search_error,صفحه‌ها یا نتایج جست‌وجو با عنوان/اطلاعات منبع تطبیق محتوایی کافی نداشتند.
S955,,رد,سند راهبردی وزارت جهاد کشاورزی در خصوص اصلاح الگوی کشت حوضه زاینده‌رود و جایگزینی کشت برنج و پیاز با گیاهان دارویی و کم‌آب‌بر,,وزارت جهاد کشاورزی (معاونت امور زراعت),https://maj.ir/strategic-plans/zayandeh-cropping-pattern-reform-1401,,,,,"http_error, challenge, http_error",search_error,صفحه‌ها یا نتایج جست‌وجو با عنوان/اطلاعات منبع تطبیق محتوایی کافی نداشتند.
S956,,رد,پیمان‌نامه همکاری علمی و پایش مشترک آبخوان زاینده‌رود میان دانشگاه صنعتی اصفهان و انستیتو زمین‌شناسی فدرال سوئیس (ETH Zurich),,دانشگاه صنعتی اصفهان و دانشگاه ETH زوریخ سوئیس,https://iut.ac.ir/agreements/eth-zurich-zayandeh-aquifer-monitoring-1400,,,,,"http_error, challenge, http_error",search_error,صفحه‌ها یا نتایج جست‌وجو با عنوان/اطلاعات منبع تطبیق محتوایی کافی نداشتند.
S957,,رد,دستورالعمل نظارتی دادستانی انتظامی قضات در خصوص رسیدگی خارج از نوبت به شکایات تجاوز به حریم کمی و کیفی زاینده‌رود,,دادستانی انتظامی قضات و قوه قضاییه,https://dadiran.ir/directives/disciplinary-prosecutor-zayandeh-expedited-review-1401,,,,,"network_error, live_html, network_error",search_error,صفحه‌ها یا نتایج جست‌وجو با عنوان/اطلاعات منبع تطبیق محتوایی کافی نداشتند.
S958,,رد,سند مصوبه هیئت وزیران پیرامون انتشار اوراق مالی اسلامی جهت تکمیل ایستگاه‌های پمپاژ و خط لوله انتقال آب دریای عمان به صنایع اصفهان,,نهاد ریاست جمهوری و وزارت امور اقتصادی و دارایی,https://dolat.ir/decrees/cabinet-resolution-oman-sea-islamic-bonds-1402,,,,,"challenge, challenge, challenge",search_error,صفحه‌ها یا نتایج جست‌وجو با عنوان/اطلاعات منبع تطبیق محتوایی کافی نداشتند.
S959,,رد,سند تاریخی وقف‌نامه آب زاینده‌رود به مزارع و عتبات عالیات در عصر ناصری و بازخوانی جایگاه فقهی وقف آب در حقوق موضوعه,,سازمان اوقاف و امور خیریه کشور (اداره کل اوقاف استان اصفهان),https://oghaf.ir/studies/zayandehrud-waqf-deeds-historical-jurisprudence-1399,,,,,"http_error, challenge, http_error",search_error,صفحه‌ها یا نتایج جست‌وجو با عنوان/اطلاعات منبع تطبیق محتوایی کافی نداشتند.
S960,,رد,تفاهم‌نامه مشترک شرکت آب و فاضلاب استان اصفهان و صنایع پتروشیمی برای بازچرخانی سالانه ۳۰ میلیون مترمکعب پساب بهداشتی شهری,,شرکت آب و فاضلاب استان اصفهان و شرکت ملی صنایع پتروشیمی,https://abfa-esfahan.ir/treaties/petrochemical-effluent-recycling-mou-1402,,,,,"network_error, challenge, network_error",search_error,صفحه‌ها یا نتایج جست‌وجو با عنوان/اطلاعات منبع تطبیق محتوایی کافی نداشتند.
S961,,رد,ابلاغیه شورای هماهنگی مدیریت بحران استان اصفهان در خصوص آماده‌باش پدافندی برای مقابله با ریزگردهای نمکی شرق اصفهان,,اداره کل مدیریت بحران استانداری اصفهان,https://isfahan.ostan-es.ir/crisis-management/directives/salt-dust-storms-alert-1402,,,,,"http_error, challenge, http_error",search_error,صفحه‌ها یا نتایج جست‌وجو با عنوان/اطلاعات منبع تطبیق محتوایی کافی نداشتند.
S962,,رد,سند تاییدیه ژئوتکنیکی شرکت مهندسی آب و نیرو پیرامون تغییر شیوه انتقال آب بهشت‌آباد از تونل عمیق به خط لوله و پمپاژ روزمینی,,شرکت توسعه منابع آب و نیروی ایران (طرح بهشت‌آباد),https://iwpc.ir/technical-reports/beheshtabad-pipeline-clearance-shift-1400,,,,,"network_error, challenge, network_error",search_error,صفحه‌ها یا نتایج جست‌وجو با عنوان/اطلاعات منبع تطبیق محتوایی کافی نداشتند.
