decision,scope,title,authors,year,journal,publisher,doi,landing_url,pdf_url,discovered_in,queries,existing_source_id,existing_title_score,validation_basis
eligible,Iran basins/projects,"Instrumental and bioanalytical assessment of pharmaceuticals and hormone-like compounds in a major drinking water source—wastewater receiving Zayandeh Rood river, Iran",Shima Kouhi Dehkordi | Hamed Paknejad | Ludek Blaha | Helena Svecova | Roman Grabic | Zdenek Simek | Alena Otoupalikova | Michal Bittner,2021,Environmental Science and Pollution Research,Springer Science and Business Media LLC,10.1007/s11356-021-15943-7,https://doi.org/10.1007/s11356-021-15943-7,https://link.springer.com/content/pdf/10.1007/s11356-021-15943-7.pdf,Crossref,Zayandeh Rood,,0.6,resolving DOI
eligible,Iran basins/projects,Urbanization Effect on Air Temperature in Iran's Zayanderud River Basin,Ali Zahraei | Sara Saadati | Saeid Eslamian | Kaveh Ostad-Ali-Askari | Mohsen Ghane,2018,American Journal of Engineering and Applied Sciences,Science Publications,10.3844/ajeassp.2018.680.689,https://doi.org/10.3844/ajeassp.2018.680.689,,Crossref,Zayanderud,,0.5578,resolving DOI
eligible,Iran basins/projects,Application of the Bankruptcy Theory and Conflicting Claims on Water Resources Allocation of Zayanderud,Seyed Parviz Jalili Kamju |  | Ramin Khochiani | ,2020,Journal of Research in Economic Modeling,CMV Verlag,10.29252/jemr.10.39.45,https://doi.org/10.29252/jemr.10.39.45,http://jemr.khu.ac.ir/article-1-1826-en.pdf,Crossref,Zayanderud,,0.5143,resolving DOI
eligible,Iran basins/projects,Analysis of Trends in Daily and Overnight Temperature Over Iran's Zayanderud River Basin,Ali Zahraei | Sara Saadati | Saeid Eslamian | Kaveh Ostad-Ali-Askari,2020,American Journal of Engineering and Applied Sciences,Science Publications,10.3844/ajeassp.2020.409.418,https://doi.org/10.3844/ajeassp.2020.409.418,,Crossref,Zayanderud,,0.5359,resolving DOI
eligible,Iran basins/projects,"Application of artificial neural networks to predict total dissolved solids in the river Zayanderud, Iran",Asadollahfardi Gholamreza | Meshkat-Dini Afshin | Homayoun Aria Shiva | Roohani Nasrin,2016,Environmental Engineering Research,Korean Society of Environmental Engineering,10.4491/eer.2015.096,https://doi.org/10.4491/eer.2015.096,,Crossref,Zayanderud,,0.5291,resolving DOI
eligible,Iran basins/projects,Mapping of Temperature Trend Slope in Iran′s Zayanderud River Basin: A Comparison of Interpolation Methods,Ali Zahraei | Saeid Eslamian | Ali Saeidi Rizi | Neda Azam | Morteza Soltani | Mohammad Mousavi | Sona Pazdar | Kaveh Ostad-Ali-Askari,2019,American Journal of Engineering and Applied Sciences,Science Publications,10.3844/ajeassp.2019.247.258,https://doi.org/10.3844/ajeassp.2019.247.258,,Crossref,Zayanderud,,0.5022,resolving DOI
eligible,Iran basins/projects,Assessing the effectiveness of artificial intelligence models in predicting Zayanderud dam inflow at different time scales,Saloomeh Akbari Osmavandani | Ahmad Sharafati | Hamid Kardan Moghaddam,2023,Acta Geophysica,Springer Science and Business Media LLC,10.1007/s11600-023-01257-4,https://doi.org/10.1007/s11600-023-01257-4,https://link.springer.com/content/pdf/10.1007/s11600-023-01257-4.pdf,Crossref,Zayanderud,,0.433,resolving DOI
hold,Iran basins/projects,"Evaluating Impacts of Irrigation and Drought on River, Groundwater and a Terminal Wetland in the Zayanderud Basin, Iran",Nizar Abou Zaki | Ali Torabi Haghighi | Pekka M. Rossi | Mohammad J. Tourian | Alireza Bakhshaee | Bjørn Kløve,2020,Water,MDPI AG,10.3390/w12051302,https://doi.org/10.3390/w12051302,,Crossref,Zayanderud,,0.5714,no resolving DOI or live landing page
eligible,Iran basins/projects,Continuous streamflow monitoring in shared watersheds using advanced underwater acoustic tomography system: a case study on Zayanderud River,Masoud Bahreinimotlagh | Kiyosi Kawanisi | Mohammad Basel Al Sawaf | Reza Roozbahani | Mortaza Eftekhari | Abbas Kazemi Khoshuie,2019,Environmental Monitoring and Assessment,Springer Science and Business Media LLC,10.1007/s10661-019-7830-4,https://doi.org/10.1007/s10661-019-7830-4,http://link.springer.com/content/pdf/10.1007/s10661-019-7830-4.pdf,Crossref,Zayanderud,,0.5,resolving DOI
hold,Iran basins/projects,Evaluating the effect of Zayanderud river drying up on the underground water quality (Case study: Najafabad and Isfahan plain),Zohreh Khorsandi Kouhanestani | Farhad Mokhtari | Farzaneh Khorsandi,2019,"2019 Boston, Massachusetts July 7- July 10, 2019",American Society of Agricultural and Biological Engineers,10.13031/aim.201901012,https://doi.org/10.13031/aim.201901012,,Crossref,Zayanderud,,0.5306,no resolving DOI or live landing page
hold,Iran basins/projects,Fuzzy Multiple Attribute Decision Making on Water Resources Projects Case Study: Ranking Water Transfers to Zayanderud Basin in Iran,Mahdi Zarghaami | Reza Ardakanian | Azizolah Memariani,2007,Water International,Informa UK Limited,10.1080/02508060708692207,https://doi.org/10.1080/02508060708692207,,Crossref,Zayanderud,,0.6,no resolving DOI or live landing page
eligible,Iran basins/projects,"Study of Sediments Water Resources System of Zayanderud Dam through Area increment and Area reduction Methods, Isfahan Province, Iran.",Amir hossein Shafiee | Majid Safamehr,2011,Procedia Earth and Planetary Science,Elsevier BV,10.1016/j.proeps.2011.11.004,https://doi.org/10.1016/j.proeps.2011.11.004,,Crossref,Zayanderud,,0.4526,resolving DOI
hold,Iran basins/projects,Lu-Hf and U-Pb Dating of the Zayanderud Eclogites: Implications for Jurassic Subduction Initiation Along the Neotethys Margin in Iran,Rezvaneh Jamali Ashtiani | Erik E. Scherer | Axel K. Schmitt | Jamshid Hassanzadeh | Andreas T. Hertwig,2024,Lithos,Elsevier BV,10.2139/ssrn.4717517,https://doi.org/10.2139/ssrn.4717517,,Crossref,Zayanderud,,0.4444,no resolving DOI or live landing page
eligible,Iran basins/projects,"Simulation of the hydrological impacts of climate change on the Zayanderud River Basin and the implications for the Gavkhuni Ramsar wetland, Iran.",Honeyeh Iravani | Julian R. Thompson,2022,,Copernicus GmbH,10.5194/iahs2022-285,https://doi.org/10.5194/iahs2022-285,,Crossref,Gavkhuni | Zayanderud,,0.6429,resolving DOI
eligible,Iran basins/projects,ZAYANDEHRUD WATER ISSUES:,Mehdi Fasihi Harandi,2018,Complexity of Transboundary Water Conflicts,Anthem Press,10.2307/j.ctv8xngkk.15,https://doi.org/10.2307/j.ctv8xngkk.15,,Crossref,Zayandehrud,,0.6667,resolving DOI
eligible,Iran basins/projects,Morphologic Study of Meandering Rivers Under Controlled Flow Using RS and GIS Techniques (Case study: Zayandehrud River at the downstream of Zayandehrud dam),M. Javahery-Tehrani |  | S. F. Mousavi |  | Kh. Hosseini | ,2016,Journal of Water and Soil Science,CASRP: Center of Advanced Scientific Research and Publications,10.18869/acadpub.jstnar.20.77.25,https://doi.org/10.18869/acadpub.jstnar.20.77.25,,Crossref,Zayandehrud,,0.5385,resolving DOI
eligible,Iran basins/projects,"Reproductive biology of Aphanius isfahanensis in the Zayandehrud River, central Iran",Zaniar Ghafouri | Yazdan Keivany | Nasrollah M. Soofiani,2018,Environmental Biology of Fishes,Springer Science and Business Media LLC,10.1007/s10641-018-0833-0,https://doi.org/10.1007/s10641-018-0833-0,http://link.springer.com/content/pdf/10.1007/s10641-018-0833-0.pdf,Crossref,Zayandehrud,,0.5874,resolving DOI
hold,Iran basins/projects,Evaluation of Optimized Zayandehrud River Channel Dimensions to Mitigate Flood Damage,Mohammad Mahdi Malekpour | Mohammad Mehdi Ahmadi | Kourosh Qaderi,2025,"CLEAN – Soil, Air, Water",Wiley,10.1002/clen.70074,https://doi.org/10.1002/clen.70074,https://onlinelibrary.wiley.com/doi/pdf/10.1002/clen.70074,Crossref,Zayandehrud,,0.478,no resolving DOI or live landing page
eligible,Iran basins/projects,Trend Detection of the Rainfall and Air Temperature Data in the Zayandehrud Basin,Yazdani Mohammad Reza | Khoshhal Dastjerdi Javad | Mahdavi Mohammad | Sharma Ashish,2011,Journal of Applied Sciences,Science Alert,10.3923/jas.2011.2125.2134,https://doi.org/10.3923/jas.2011.2125.2134,,Crossref,Zayandehrud,,0.5828,resolving DOI
hold,Iran basins/projects,"Classification of Zayandehrud River Basin Water Quality Regarding Agriculture, Drinking, and Industrial Usage",,2017,American Research Journal of Civil and Structural Engineering,American Research Journals,10.21694/2577-5944.17005,https://doi.org/10.21694/2577-5944.17005,,Crossref,Zayandehrud,,0.5895,no resolving DOI or live landing page
eligible,Iran basins/projects,Evaluation Of Five Rainfall Estimate Products Over Different Climatic Zones In The Zayandehrud River Basin,Neda Abbasi | Christian Opp | Lars Ribbe | Oscar Manuel Baez-Villanueva | Ali Asghar Besalatpour,2020,2020 Mediterranean and Middle-East Geoscience and Remote Sensing Symposium (M2GARSS),IEEE,10.1109/m2garss47143.2020.9105306,https://doi.org/10.1109/m2garss47143.2020.9105306,,Crossref,Zayandehrud,,0.5652,resolving DOI
eligible,Iran basins/projects,"Inter-comparison of remotely-sensed actual evapotranspiration products in the Zayandehrud river basin, Iran",Neda Abbasi | Hamideh Nouri | Sattar Chavoshi Borujeni | Pamela Nagler | Christian Opp | Armando Barreto Munez | Kamel Didan | Stefan Siebert,2021,,Copernicus GmbH,10.5194/egusphere-egu21-103,https://doi.org/10.5194/egusphere-egu21-103,,Crossref,Zayandehrud,,0.6327,resolving DOI
eligible,Iran basins/projects,"Catch composition, length frequency and biomass of commercial carps in Zayandehrud dam, Isfahan Province, Iran",MOHAMMAD REZA ABBASI | SEYED YOUSEF PAIGHAMBARI | MOJTABA POULADI | RASOUL GHORBANI,2017,Biodiversitas Journal of Biological Diversity,UNS Solo,10.13057/biodiv/d180310,https://doi.org/10.13057/biodiv/d180310,https://smujo.id/biodiv/article/download/2006/1885,Crossref,Zayandehrud,,0.4873,resolving DOI
eligible,Iran basins/projects,Long-term drought monitoring of the Zayandehrud River basin (central Iran) using hydroclimatological models and satellite observations,Masoud Babadi | Siavash Iran Pour | Ribana Roscher | Alireza Amiri-Simkooei | Hamed Karimi,2022,Journal of Applied Remote Sensing,SPIE-Intl Soc Optical Eng,10.1117/1.jrs.16.014504,https://doi.org/10.1117/1.jrs.16.014504,,Crossref,Zayandehrud,,0.5385,resolving DOI
eligible,Iran basins/projects,"Taxonomic composition of algae and its indicator role in the ecosystem of the Zayandehrud River, Iran",B. Zarei Darki | L. Zarei Darki | H. R. Akkafi | M. Mirzai,2014,Inland Water Biology,Pleiades Publishing Ltd,10.1134/s1995082913050027,https://doi.org/10.1134/s1995082913050027,https://link.springer.com/content/pdf/10.1134/S1995082913050027.pdf,Crossref,Zayandehrud,,0.5728,resolving DOI
eligible,Iran basins/projects,"How do climate change, socioeconomic context, and water policies impact water conflicts? Insights from the ZayandehRud Basin, Iran.",Esmail Karamidehkordi | Ladan Naderi,2025,Psychology of Violence,American Psychological Association (APA),10.1037/vio0000650,https://doi.org/10.1037/vio0000650,,Crossref,Zayandehrud,,0.6266,resolving DOI
eligible,Iran basins/projects,Assessment of impacts of land use changes on surface water using L-THIA model (case study: Zayandehrud river basin),M. Mirzaei | E. Solgi | A. Salmanmahiny,2016,Environmental Monitoring and Assessment,Springer Science and Business Media LLC,10.1007/s10661-016-5705-5,https://doi.org/10.1007/s10661-016-5705-5,http://link.springer.com/content/pdf/10.1007/s10661-016-5705-5.pdf,Crossref,Zayandehrud,,0.5974,resolving DOI
hold,Iran basins/projects,"Optimising water release patterns for sustainable agriculture and ecosystem health: a case study of the Zayandehrud River Basin, Iran",Mohammad Jamali | Sajad Enteshari,2026,International Journal of Hydrology Science and Technology,Inderscience Publishers,10.1504/ijhst.2026.10078889,https://doi.org/10.1504/ijhst.2026.10078889,,Crossref,Zayandehrud,,0.7692,no resolving DOI or live landing page
eligible,Iran basins/projects,"A signaling game model for evaluating water allocation competitiveness with information asymmetry environment, case study: Zayandehrud River Basin, Iran",Zohresadat Ahmadi Forushani | Hamid R. Safavi | Reza Kerachian | Mohammad H. Golmohammadi,2023,"Environment, Development and Sustainability",Springer Science and Business Media LLC,10.1007/s10668-023-03989-1,https://doi.org/10.1007/s10668-023-03989-1,https://link.springer.com/content/pdf/10.1007/s10668-023-03989-1.pdf,Crossref,Zayandehrud,,0.5421,resolving DOI
eligible,Iran basins/projects,"Assessment and comparison of drought monitoring using hydrological and meteorological indices—Case study: The ZayandehRud water reservoir, Iran",,2015,Drought: Research and Science-Policy Interfacing,CRC Press,10.1201/b18077-37,https://doi.org/10.1201/b18077-37,,Crossref,Zayandehrud,,0.5385,resolving DOI
eligible,Iran basins/projects,"Assessing the Impact of Climate Changes on Hydrological Drought Based on Reservoir Performance Indices (Case Study: ZayandehRud River Basin, Iran)",S. Khajeh | Sh. Paimozd | M. Moghaddasi,2017,Water Resources Management,Springer Science and Business Media LLC,10.1007/s11269-017-1642-5,https://doi.org/10.1007/s11269-017-1642-5,http://link.springer.com/content/pdf/10.1007/s11269-017-1642-5.pdf,Crossref,Zayandehrud,,0.6154,resolving DOI
eligible,Iran basins/projects,"Prediction and assessment of drought effects on surface water quality using artificial neural networks: case study of Zayandehrud River, Iran",Hamid R. Safavi | Kian Malek Ahmadi,2015,Journal of Environmental Health Science and Engineering,Springer Science and Business Media LLC,10.1186/s40201-015-0227-6,https://doi.org/10.1186/s40201-015-0227-6,http://link.springer.com/content/pdf/10.1186/s40201-015-0227-6.pdf,Crossref,Zayandehrud,,0.5469,resolving DOI
eligible,Iran basins/projects,Occurrence and depositional history of organochlorine pesticides in the sediments of the Zayandehrud River in the arid region of Central Iran,Mohammad Nemati Varnosfaderany | Alireza Soffianian | Nourollah Mirghaffari | Zhaoyan Gu | Guoqiang Chu,2020,Chemosphere,Elsevier BV,10.1016/j.chemosphere.2020.126847,https://doi.org/10.1016/j.chemosphere.2020.126847,,Crossref,Zayandehrud,,0.5556,resolving DOI
eligible,Iran basins/projects,Development of System Dynamics for Holistic Conceptualization of Water Resources Problems Using Grounded Theory: A Case Study of the Zayandehrud River Basin,Sajad Enteshari | Hamid R. Safavi,2020,"Iranian Journal of Science and Technology, Transactions of Civil Engineering",Springer Science and Business Media LLC,10.1007/s40996-020-00487-6,https://doi.org/10.1007/s40996-020-00487-6,https://link.springer.com/content/pdf/10.1007/s40996-020-00487-6.pdf,Crossref,Zayandehrud,,0.6667,resolving DOI
eligible,Iran basins/projects,Spatial-Temporal Analysis of Temperature Trend and its Possible Effects on Water Resources and Water Uses in Climatic Zones of Iran's Zayandehrud River Basin,Ali Zahraei | Saeid Eslamian | Sara Saadati | Mohsen Nekooei | Ali Heidarian | Kaveh Ostad-Ali-Askari | Ali Hasantabar-Amiri | Mohammad Mousavi,2019,American Journal of Engineering and Applied Sciences,Science Publications,10.3844/ajeassp.2019.290.308,https://doi.org/10.3844/ajeassp.2019.290.308,,Crossref,Zayandehrud,,0.6,resolving DOI
hold,Iran basins/projects,"Effect of Applied Nitrogen Fertilizer and Irrigation Strategies on Yield, Nitrogen and Water Productivity of Winter Wheat and Barley in Upstream of Zayandehrud River Basin, Central Iran",Sajad Amirhajloo | Mahdi Gheysari | Mohammad Shayannejad | Mehran Shirvani,2022,SSRN Electronic Journal,Elsevier BV,10.2139/ssrn.4078769,https://doi.org/10.2139/ssrn.4078769,,Crossref,Zayandehrud,,0.6,no resolving DOI or live landing page
eligible,Iran basins/projects,"Application of the Modified PSIAC Model for Quantitative and Qualitative Evaluation of Erosion and Sediment Yield in the Pelasjan Watershed, a Sub-Basin of the Zayandehrud River", | H. Hosseinkhani | E. Ghanbari Adivi | R. Fatahi Nafchi | A. Raeisi,2025,Journal of Water and Soil Science,Academic World Research,10.47176/jwss.29.4.71601,https://doi.org/10.47176/jwss.29.4.71601,,Crossref,Zayandehrud,,0.5455,resolving DOI
hold,Iran basins/projects,"Risk analysis of inflow to the Zayandehrud Dam under historical and future scenarios using reliability, resiliency, and vulnerability indicators: a comparative study of the runoff risk index and runoff risk ranking methods",Mohammad Mahdi Dorafshan | Mohammad Hossein Golmohammadi | Carlo De Michele | Saeid Eslamian,2024,Water Reuse,IWA Publishing,10.2166/wrd.2024.070,https://doi.org/10.2166/wrd.2024.070,https://iwaponline.com/jwrd/article-pdf/15/1/1/1519105/jwrd2024070.pdf,Crossref,Zayandehrud,,0.4615,no resolving DOI or live landing page
eligible,Iran basins/projects,Monitoring drought over the Gavkhouni Lake using Terrestrial Water Storage data,Elahe Khesali | Elham Ghasemi | Fawziah Almutairi,2025,IGARSS 2025 - 2025 IEEE International Geoscience and Remote Sensing Symposium,IEEE,10.1109/igarss55030.2025.11242673,https://doi.org/10.1109/igarss55030.2025.11242673,,Crossref,Gavkhouni,,0.4192,resolving DOI
hold,Iran basins/projects,"Identification of Algae as Pollution Bioindicators in Shakh-Kenar, Gavkhouni Wetland, Isfahan",Masoumeh Shams | sana Karimian Shamsabadi,2019,Journal of Phycological Research,Armenian Green Publishing Co.,10.29252/jpr.3.2.386,https://doi.org/10.29252/jpr.3.2.386,,Crossref,Gavkhouni,,0.4693,no resolving DOI or live landing page
eligible,Iran basins/projects,Evolution of sedimentary environments and geography of the Gavkhouni Playa during the Late Quaternary,T. Jalilian | R. Lak | A. Taghian | J. Darvishi Khatooni,2021,International Journal of Environmental Science and Technology,Springer Science and Business Media LLC,10.1007/s13762-021-03295-1,https://doi.org/10.1007/s13762-021-03295-1,https://link.springer.com/content/pdf/10.1007/s13762-021-03295-1.pdf,Crossref,Gavkhouni,,0.4656,resolving DOI
hold,Iran basins/projects,"Crystal size and shape distribution of plagioclase in the basaltic andesites, North of Gavkhouni",mahnaz Khodami |  | Behnaz Bakhtiari | ,2019,Iranian Journal of Crystallography and Mineralogy,CMV Verlag,10.29252/ijcm.27.3.683,https://doi.org/10.29252/ijcm.27.3.683,http://ijcm.ir/article-1-1335-en.pdf,Crossref,Gavkhouni,,0.4512,no resolving DOI or live landing page
eligible,Iran basins/projects,"Machine Learning approaches for identifying factors influencing dust sensitivity in the Gavkhouni Basin, Central Iran",Z. Ebrahimi-Khusfi | A. R. Nafarzadegan | M. Ebrahimi-Khusfi | A. H. Mosavai,2024,International Journal of Environmental Science and Technology,Springer Science and Business Media LLC,10.1007/s13762-024-06183-6,https://doi.org/10.1007/s13762-024-06183-6,https://link.springer.com/content/pdf/10.1007/s13762-024-06183-6.pdf,Crossref,Gavkhouni,,0.4721,resolving DOI
hold,Iran basins/projects,"Complete Genome Sequence of Oceanimonas sp. GK1, a Halotolerant Bacterium from Gavkhouni Wetland in Iran",Laleh Parsa Yeganeh | Reza Azarbaijani | Sajjad Sarikhan | Hossein Mousavi | Mohadeseh Ramezani | Mohammad Ali Amoozegar | Abolhassan Shahzadeh Fazeli | Ghasem Hosseini Salekdeh,2012,Journal of Bacteriology,American Society for Microbiology,10.1128/jb.00023-12,https://doi.org/10.1128/jb.00023-12,https://journals.asm.org/doi/pdf/10.1128/JB.00023-12,Crossref,Gavkhouni,,0.4211,no resolving DOI or live landing page
eligible,Iran basins/projects,The Late Quaternary sedimentary sequences and environmental changes based on core studies in the Gavkhouni Playa (Central Iran),Tahereh Jalilian | Alireza Taghian | Razyeh Lak | Javad Darvishi Khatooni,2021,Environmental Earth Sciences,Springer Science and Business Media LLC,10.1007/s12665-021-10040-x,https://doi.org/10.1007/s12665-021-10040-x,https://link.springer.com/content/pdf/10.1007/s12665-021-10040-x.pdf,Crossref,Gavkhouni,,0.4831,resolving DOI
eligible,Iran basins/projects,Optimizing Rain Gauges with the cuckoo Algorithm and Entropy of Information Transfer: a case Study on the Gavkhouni Basin in Iran,Saeid Eslamian | Ardeshir Esmaeili Fallah | Yaser Sabzevari,2025,Environmental Earth Sciences,Springer Science and Business Media LLC,10.1007/s12665-025-12433-8,https://doi.org/10.1007/s12665-025-12433-8,https://link.springer.com/content/pdf/10.1007/s12665-025-12433-8.pdf,Crossref,Gavkhouni,,0.6154,resolving DOI
eligible,Iran basins/projects,Multivariate modeling of pan evaporation in monthly temporal resolution using a hybrid evolutionary data-driven method (case study: Urmia Lake and Gavkhouni basins),Alireza Emadi | Sarvin Zamanzad-Ghavidel | Sina Fazeli | Soheila Zarei | Ali Rashid-Niaghi,2021,Environmental Monitoring and Assessment,Springer Science and Business Media LLC,10.1007/s10661-021-09060-8,https://doi.org/10.1007/s10661-021-09060-8,https://link.springer.com/content/pdf/10.1007/s10661-021-09060-8.pdf,Crossref,Gavkhouni,,0.4452,resolving DOI
eligible,Global interbasin-transfer literature,"Potentially Toxic Elements in Sediment of Gavkhuni International Wetland, Iran",Helena Kaabi | Eisa Solgi,2026,Iranian Journal of Science,Springer Science and Business Media LLC,10.1007/s40995-026-01982-7,https://doi.org/10.1007/s40995-026-01982-7,https://link.springer.com/content/pdf/10.1007/s40995-026-01982-7.pdf,Crossref,Gavkhuni,,0.4727,resolving DOI
eligible,Global interbasin-transfer literature,Economic analysis of Water-Food-Energy Nexus in Gavkhuni basin in Iran,Ali Sharifinejad | Banafsheh Zahraie | Vahid Majed | Zeinab Ravar | Yousef Hassani,2020,Journal of Hydro-environment Research,Elsevier BV,10.1016/j.jher.2020.03.001,https://doi.org/10.1016/j.jher.2020.03.001,,Crossref,Gavkhuni,,0.6,resolving DOI
hold,Global interbasin-transfer literature,Effect of industrial and agricultural pollutants on the sustainability of Gavkhuni lagoon wetland ecosystem,Masoud Hekmatpanah,2012,AFRICAN JOURNAL OF AGRICULTURAL RESEEARCH,Academic Journals,10.5897/ajar11.1746,https://doi.org/10.5897/ajar11.1746,,Crossref,Gavkhuni,,0.4157,no resolving DOI or live landing page
eligible,Global interbasin-transfer literature,Methods of Representing Implied Author and Implied Reader in GavKhuni and its Film Adaptation,Ali Taslimi |  | Behrouz Mahmoudi Bakhtiari |  | Mahmoud Ranjbar |  | Fakhry Rasouli Geravi | ,2019,Half-Yearly Persian Language and Literature,CMV Verlag,10.29252/jpll.27.86.61,https://doi.org/10.29252/jpll.27.86.61,http://jpll.khu.ac.ir/article-1-3568-en.pdf,Crossref,Gavkhuni,,0.3953,resolving DOI
eligible,Global interbasin-transfer literature,Improving the management of agricultural water resources to provide Gavkhuni wetland ecological water right in Iran,Razieh Haddad | Sajad Najafi Marghmaleki | Hamid Kardan Moghaddam | Mehdi Mofidi | Mohammad Mirzavand | Saman Javadi,2023,"Environment, Development and Sustainability",Springer Science and Business Media LLC,10.1007/s10668-023-04028-9,https://doi.org/10.1007/s10668-023-04028-9,https://link.springer.com/content/pdf/10.1007/s10668-023-04028-9.pdf,Crossref,Gavkhuni,,0.8,resolving DOI
eligible,Global interbasin-transfer literature,"Heavy metal distribution in the salt pan of Gavkhuni playa lake (southeast of Isfahan, Iran)",Hamid Reza Pakzad | Mehrdad Pasandi | Masoumeh Zaheri,2014,Carbonates and Evaporites,Springer Science and Business Media LLC,10.1007/s13146-014-0187-4,https://doi.org/10.1007/s13146-014-0187-4,http://link.springer.com/content/pdf/10.1007/s13146-014-0187-4.pdf,Crossref,Gavkhuni,,0.4444,resolving DOI
eligible,Global interbasin-transfer literature,"Distribution of heavy metals in the clastic fine-grained sediments of Gavkhuni playa lake (Southeast of Isfahan, Iran)",Hamid Reza Pakzad | Mehrdad Pasandi | Hajar Rahimi,2013,Environmental Earth Sciences,Springer Science and Business Media LLC,10.1007/s12665-013-2858-1,https://doi.org/10.1007/s12665-013-2858-1,http://link.springer.com/content/pdf/10.1007/s12665-013-2858-1.pdf,Crossref,Gavkhuni,,0.4444,resolving DOI
hold,Global interbasin-transfer literature,"Archaeometallurgical Evidence of Ancient Mines and Dual Copper and Lead–Silver Production North of the Gavkhuni Playa, Central Iran",Mehran Kakavand | Babak Rafiei-Alavi | Mohammadamin Emami | Martin Kehl,2026,,Elsevier BV,10.2139/ssrn.6042893,https://doi.org/10.2139/ssrn.6042893,,Crossref,Gavkhuni,,0.4498,no resolving DOI or live landing page
eligible,Global interbasin-transfer literature,System dynamics modeling for assessment of water–food–energy resources security and nexus in Gavkhuni basin in Iran,Zeinab Ravar | Banafsheh Zahraie | Ali Sharifinejad | Hamid Gozini | Samannaz Jafari,2020,Ecological Indicators,Elsevier BV,10.1016/j.ecolind.2019.105682,https://doi.org/10.1016/j.ecolind.2019.105682,,Crossref,Gavkhuni,,0.6,resolving DOI
eligible,Global interbasin-transfer literature,"The Late Miocene Kuh-e-Siah Volcano of Arc-Front of Urumieh‒Dokhtar Magmatic Arc (Gavkhuni Lagoon, Yazd Province, Iran): Petrochemical Characteristics and Whole-Rock Geochemistry",F. Tabbakhian | Gh. Torabi | B. Fazeli | T. Morishita,2026,Geotectonics,Pleiades Publishing Ltd,10.1134/s0016852126700147,https://doi.org/10.1134/s0016852126700147,https://link.springer.com/content/pdf/10.1134/S0016852126700147.pdf,Crossref,Gavkhuni,,0.3908,resolving DOI
hold,Iran basins/projects,Assessment of Coagulants Efficiency in Water Treatment of Karoun River,Davoud Khodadadi Dehkordi | Heidar Ali Kashkuli | Kamran Mohsenifar | Masoud Sadeghi-Mianroudi,2016,Jundishapur Journal of Health Sciences,Brieflands,10.5812/jjhs.37193,https://doi.org/10.5812/jjhs.37193,,Crossref,Karoun River,,0.5455,no resolving DOI or live landing page
eligible,Iran basins/projects,"Synoptic-dynamic analysis of extreme precipitation in Karoun River Basin, Iran",Iman Rousta | Mostafa Karampour | Mehdi Doostkamian | Haraldur Olafsson | Hao Zhang | Terence Darlington Mushore | Amin Shiri Karimvandi | Edgar Ricardo Monroy Vargas,2020,Arabian Journal of Geosciences,Springer Science and Business Media LLC,10.1007/s12517-020-5101-x,https://doi.org/10.1007/s12517-020-5101-x,http://link.springer.com/content/pdf/10.1007/s12517-020-5101-x.pdf,Crossref,Karoun River,,0.5455,resolving DOI
eligible,Iran basins/projects,Assessment of temperature and rainfall changes in the Karoun River basin,Dariush Rahimi | Sadat Hasheminasab | Khodayar Abdollahi,2019,Theoretical and Applied Climatology,Springer Science and Business Media LLC,10.1007/s00704-019-02771-6,https://doi.org/10.1007/s00704-019-02771-6,http://link.springer.com/content/pdf/10.1007/s00704-019-02771-6.pdf,Crossref,Karoun River,,0.6364,resolving DOI
eligible,Iran basins/projects,Forecasting models for flow and total dissolved solids in Karoun river-Iran,Mohammad Hassan Salmani | Efat Salmani Jajaei,2016,Journal of Hydrology,Elsevier BV,10.1016/j.jhydrol.2016.01.085,https://doi.org/10.1016/j.jhydrol.2016.01.085,,Crossref,Karoun River,,0.5185,resolving DOI
eligible,Iran basins/projects,Geotechnical consideration regarding the routing of twin railway tunnels across the Karoun River,B. Esmaeili | A. A. Safikhani | A. A. Amiri Samani,2012,WIT Transactions on The Built Environment,WIT Press,10.2495/ut120541,https://doi.org/10.2495/ut120541,,Crossref,Karoun River,,0.4196,resolving DOI
eligible,Iran basins/projects,"Assessment of climate change impact on surface water: a case study—Karoun River Basin, Iran",Sadat Hasheminasab | Dariush Rahimi | Reza Zakerinejad | Jan Kropáček,2022,Arabian Journal of Geosciences,Springer Science and Business Media LLC,10.1007/s12517-022-09969-5,https://doi.org/10.1007/s12517-022-09969-5,https://link.springer.com/content/pdf/10.1007/s12517-022-09969-5.pdf,Crossref,Karoun River,,0.6,resolving DOI
hold,Iran basins/projects,“CAROTID”: From the Greek “Karoun”—“to stupefy.” Still does,Errol Inci | Peter C. Block,2022,Catheterization and Cardiovascular Interventions,Wiley,10.1002/ccd.30122,https://doi.org/10.1002/ccd.30122,https://onlinelibrary.wiley.com/doi/pdf/10.1002/ccd.30122,Crossref,Karoun River,,0.3871,no resolving DOI or live landing page
eligible,Iran basins/projects,Long-term evaluation of water quality parameters of the Karoun River using a regression approach and the adaptive neuro-fuzzy inference system,Majid Mahmoodabadi | Ruhollah Rezaei Arshad,2018,Marine Pollution Bulletin,Elsevier BV,10.1016/j.marpolbul.2017.11.051,https://doi.org/10.1016/j.marpolbul.2017.11.051,,Crossref,Karoun River,,0.5833,resolving DOI
